Material,Publications,Crystal System,Space Group,Calculated Band Gap,superconduct,conduct,resist,metal,insulator,doped,ferromagnetism,antiferromagnetism,ferrimagnetism,magnet,\d K,DFT,DMFT,charge density wave,band structure,susceptibility,NMR,nuclear magnetic resonance,neutron,mu-SR,x-ray
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A434"",""Ba3V2O8"")",16,trigonal,166,3.7427,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A436"",""4"")",,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A437"",""5"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A438"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A439"",""2"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A440"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A441"",""4"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A442"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A443"",""1"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A446"",""Ba8V7O22"")",1,trigonal,166,0,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A450"",""Ba2VO4"")",4,monoclinic,14,1.5245,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A452"",""1"")",,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A453"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A454"",""1"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A455"",""1"")"
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A458"",""BaV3O8"")",7,monoclinic,11,1.8698,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A460"",""3"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A461"",""1"")",,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A462"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A463"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A464"",""2"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A467"",""Ba2V3O9"")",9,monoclinic,4,1.593,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A469"",""7"")",,,,,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A470"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A471"",""3"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A472"",""4"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A475"",""BaV4O9"")",1,monoclinic,13,1.0483,,,,,,,,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A477"",""1"")",,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A480"",""Ba2V2O7"")",16,triclinic,2,3.4599,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A482"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A483"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A484"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A485"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A486"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A487"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A488"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A489"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A490"",""1"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A493"",""BaV10O15"")",15,orthorhombic,64,0.8319,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A495"",""6"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A496"",""2"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A497"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A498"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A499"",""1"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A500"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A501"",""5"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A502"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A503"",""10"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A504"",""2"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A507"",""BaVO3"")",6,trigonal,164,0,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A509"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A510"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A511"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A512"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A513"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A514"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A515"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A516"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A517"",""1"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A520"",""BaV2O6"")",10,orthorhombic,21,2.8551,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A522"",""1"")",,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A523"",""2"")",,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A526"",""Ba3V4O13"")",8,monoclinic,15,2.9456,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A528"",""1"")",,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A529"",""1"")",,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A532"",""BaV6O11"")",2,"orthorhombic, hexagonal","63, 194",0.9087,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A534"",""1"")",,,,,,,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A535"",""1"")",,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A538"",""BaV13O18"")",7,"triclinic, trigonal","2, 148","0.6831, 0.1564","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A540"",""5"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A541"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A542"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A543"",""3"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A544"",""2"")",,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A545"",""3"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A546"",""4"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A547"",""2"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A550"",""BaV8O16"")",0,triclinic,1,0,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A554"",""BaV8O21"")",2,triclinic,2,1.3112,,,,,,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A556"",""1"")",,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A559"",""Ba10V10O29"")",0,triclinic,1,0.0602,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A563"",""Ba5V5O14"")",1,"triclinic, trigonal","1, 164","0.7356, 0.073","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A565"",""1"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A566"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A567"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A568"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A569"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A570"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A571"",""1"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A574"",""BaV10O17"")",0,monoclinic,15,0.0017,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A578"",""Ba2V2ZnO8"")",0,monoclinic,14,3.4336,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A582"",""CaV2CoO7"")",0,monoclinic,14,2.0216,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A586"",""CaV2CuO7"")",0,monoclinic,13,0.5803,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A590"",""CaV4(CuO4)3, CaV4Cu3O12"")",0,cubic,204,0,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A594"",""CaV2O4"")",23,orthorhombic,62,0.9624,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A596"",""17"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A597"",""1"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A598"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A599"",""7"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A600"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A601"",""3"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A602"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A603"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A604"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A605"",""11"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A606"",""7"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A609"",""CaVO3"")",67,orthorhombic,62,0.2354,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A611"",""15"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A612"",""5"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A613"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A614"",""27"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A615"",""9"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A616"",""3"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A617"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A618"",""13"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A619"",""7"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A620"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A621"",""10"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A622"",""5"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A625"",""CaV2O5"")",59,orthorhombic,59,1.8884,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A627"",""34"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A628"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A629"",""3"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A630"",""8"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A631"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A632"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A633"",""4"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A634"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A635"",""3"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A636"",""4"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A637"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A638"",""23"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A639"",""14"")",
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A642"",""CaV2O6"")",24,monoclinic,12,2.9196,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A644"",""4"")",,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A645"",""1"")",,,
